20 41
21 57
22 50
23 182
24 276
25 207
26 111
27 43
28 0
29 206
30 2260
31 4065
32 2754
33 888
34 0
35 0
36 261
37 323
38 183
39 115
20 130
21 115
22 209
23 198
24 215
25 218
26 118
27 122
28 0
29 258
30 2344
31 4095
32 2876
33 1007
34 0
35 0
36 212
37 197
38 120
39 0
20 166
21 133
22 152
23 94
24 100
25 60
26 91
27 0
28 0
29 79
30 2287
31 4095
32 2872
33 1035
34 0
35 0
36 47
37 181
38 161
39 99
20 36
21 0
22 0
23 0
24 103
25 76
26 35
27 23
28 11
29 450
30 2444
31 4095
32 2909
33 1044
34 71
35 0
36 157
37 245
38 277
39 258
20 241
21 124
22 39
23 21
24 0
25 0
26 44
27 105
28 102
29 425
30 2355
31 4095
32 3046
33 1037
34 0
35 0
36 0
37 147
38 198
39 93
20 177
21 190
22 255
23 77
24 63
25 0
26 39
27 154
28 177
29 421
30 2277
31 4091
32 2845
33 1085
34 1
35 0
36 0
37 168
38 246
39 196
20 105
21 0
22 0
23 5
24 5
25 131
26 118
27 108
28 88
29 340
30 2360
31 4095
32 2863
33 967
34 0
35 0
36 47
37 267
38 260
39 85
20 14
21 0
22 73
23 0
24 0
25 53
26 111
27 171
28 36
29 287
30 2394
31 4095
32 2804
33 959
34 0
35 0
36 50
37 248
38 165
39 37
20 173
21 102
22 20
23 23
24 0
25 32
26 101
27 168
28 109
29 239
30 2214
31 4095
32 2812
33 998
34 0
35 0
36 100
37 217
38 314
39 218
20 4
21 127
22 127
23 38
24 8
25 107
26 86
27 61
28 102
29 449
30 2353
31 4095
32 2886
33 965
34 0
35 0
36 102
37 260
38 169
39 134
20 0
21 0
22 77
23 167
24 130
25 74
26 19
27 90
28 0
29 173
30 2198
31 4095
32 2940
33 1126
34 115
35 0
36 118
37 252
38 140
39 37
20 53
21 36
22 0
23 56
24 77
25 110
26 90
27 5
28 3
29 369
30 2375
31 4095
32 2854
33 964
34 0
35 0
36 0
37 150
38 216
39 189
20 37
21 98
22 132
23 89
24 0
25 43
26 113
27 146
28 34
29 222
30 2249
31 4095
32 2844
33 927
34 0
35 0
36 0
37 135
38 214
39 206
20 9
21 0
22 107
23 151
24 75
25 231
26 144
27 39
28 5
29 310
30 2419
31 4095
32 2740
33 886
34 0
35 0
36 153
37 217
38 160
39 26
20 82
21 202
22 196
23 23
24 0
25 9
26 83
27 0
28 29
29 291
30 2316
31 4095
32 2919
33 1039
34 0
35 0
36 230
37 281
38 123
39 59
20 12
21 57
22 136
23 70
24 0
25 0
26 0
27 0
28 82
29 356
30 2348
31 4095
32 2879
33 1027
34 0
35 0
36 78
37 54
38 111
39 91
20 91
21 46
22 12
23 14
24 73
25 156
26 149
27 178
28 151
29 292
30 2275
31 4095
32 2893
33 1050
34 0
35 0
36 0
37 191
38 273
39 212
20 0
21 96
22 105
23 152
24 110
25 78
26 0
27 117
28 0
29 273
30 2246
31 4095
32 2794
33 1058
34 94
35 0
36 93
37 204
38 104
39 50
20 161
21 52
22 35
23 85
24 77
25 59
26 0
27 0
28 0
29 200
30 2320
31 4095
32 2842
33 1108
34 41
35 0
